da_ente;da_tipo;da_valor
80610734;RISK_TYPE;PN1
78710845;CUSTOMER_OFFICE;178
78710845;MANAGER_ASSISTANT;30
78710845;PUBLIC_FIGURE;N
78710845;RISK_TYPE;PN1
79181315;CUSTOMER_OFFICE;172
79181315;MANAGER_ASSISTANT;35
79181315;PUBLIC_FIGURE;N
79181315;RISK_TYPE;PN1
79304824;CUSTOMER_OFFICE;174
80028741;PORCENTAJE_GENERA_DIVISA;
80028741;ID_FUENTE_GENERA_DIVISA;
80438060;TIER_CADD;
79304824;EJECUTIVO_VENTA;0
79304824;HIGH_RISK_SCORE;BJ
79304824;KYC_CUSTOMER;S
79304824;MANAGER_ASSISTANT;34
79304824;PUBLIC_FIGURE;N
79304824;RISK_TYPE;PN1
79409707;CUSTOMER_OFFICE;174
79409707;DEPOSITOS_MENSUALES;
79409707;EJECUTIVO_VENTA;18
79409707;HIGH_RISK_SCORE;BJ
79409707;KYC_CUSTOMER;S
79409707;LOGIN COBIS;
79409707;MANAGER_ASSISTANT;34
79409707;PUBLIC_FIGURE;N
79409707;RETIROS_MENSUALES;
79409707;RISK_TYPE;PN1
79409707;TIER_CADD;
79409707;WATCH_LIST_CODE;
79632775;CUSTOMER_OFFICE;182
79632775;MANAGER_ASSISTANT;29
79632775;PUBLIC_FIGURE;N
79632775;RISK_TYPE;PN1
79672114;CUSTOMER_OFFICE;184
79672114;EJECUTIVO_VENTA;40
79672114;HIGH_RISK_SCORE;BJ
79672114;KYC_CUSTOMER;S
79672114;MANAGER_ASSISTANT;41
79672114;PUBLIC_FIGURE;N
79672114;RISK_TYPE;PN1
79854840;CUSTOMER_OFFICE;284
79854840;DEPOSITOS_MENSUALES;
79854840;EJECUTIVO_VENTA;82
79854840;HIGH_RISK_SCORE;BJ
79854840;KYC_CUSTOMER;S
79854840;LOGIN COBIS;
79854840;MANAGER_ASSISTANT;30
79854840;PUBLIC_FIGURE;N
79854840;RETIROS_MENSUALES;
79854840;RISK_TYPE;PN2
79854840;TIER_CADD;
79854840;WATCH_LIST_CODE;
79899852;CUSTOMER_OFFICE;174
79899852;MANAGER_ASSISTANT;34
79899852;PUBLIC_FIGURE;N
79899852;RISK_TYPE;PN3
80131070;CUSTOMER_OFFICE;172
80131070;MANAGER_ASSISTANT;35
80131070;PUBLIC_FIGURE;N
80131070;RISK_TYPE;PN1
80587813;CUSTOMER_OFFICE;174
80587813;HIGH_RISK_SCORE;BJ
80587813;MANAGER_ASSISTANT;34
80587813;PUBLIC_FIGURE;N
80587813;RISK_TYPE;PN1
80975708;CUSTOMER_OFFICE;284
80975708;DEPOSITOS_MENSUALES;
80975708;EJECUTIVO_VENTA;63
81861137;RIESGO_COLABORADOR;
81861137;RESP_AGENTE_EXTR;N
78870133;ID_GENERA_DIVISA;
80975708;HIGH_RISK_SCORE;BJ
80975708;KYC_CUSTOMER;S
80975708;LOGIN COBIS;
80975708;MANAGER_ASSISTANT;25
80975708;PUBLIC_FIGURE;N
80975708;RETIROS_MENSUALES;
80975708;RISK_TYPE;PN3
80975708;TIER_CADD;
80975708;WATCH_LIST_CODE;
81025517;CUSTOMER_OFFICE;174
81025517;HIGH_RISK_SCORE;BJ
81025517;KYC_CUSTOMER;S
81025517;MANAGER_ASSISTANT;34
81025517;PUBLIC_FIGURE;N
81025517;RISK_TYPE;PN1
81628068;CUSTOMER_OFFICE;180
81628068;DEPOSITOS_MENSUALES;
81628068;EJECUTIVO_VENTA;0
81628068;HIGH_RISK_SCORE;BJ
81628068;KYC_CUSTOMER;S
81628068;MANAGER_ASSISTANT;37
81628068;PUBLIC_FIGURE;N
81628068;RETIROS_MENSUALES;
81628068;RISK_TYPE;PN1
81628068;TIER_CADD;
81628068;WATCH_LIST_CODE;
82063390;CUSTOMER_OFFICE;174
82063390;DEPOSITOS_MENSUALES;
82063390;EJECUTIVO_VENTA;18
82063390;HIGH_RISK_SCORE;BJ
82063390;KYC_CUSTOMER;S
82063390;LOGIN COBIS;
82063390;MANAGER_ASSISTANT;34
82063390;PUBLIC_FIGURE;N
82063390;RETIROS_MENSUALES;
82063390;RISK_TYPE;PN1
82063390;TIER_CADD;
82063390;WATCH_LIST_CODE;
82101209;CUSTOMER_OFFICE;174
82101209;DEPOSITOS_MENSUALES;
82101209;EJECUTIVO_VENTA;18
82101209;HIGH_RISK_SCORE;BJ
82101209;KYC_CUSTOMER;S
82101209;MANAGER_ASSISTANT;34
82101209;PUBLIC_FIGURE;N
82101209;RETIROS_MENSUALES;
82101209;RISK_TYPE;PN3
82101209;TIER_CADD;
82101209;WATCH_LIST_CODE;
78963883;CUSTOMER_OFFICE;180
78963883;DEPOSITOS_MENSUALES;
78963883;EJECUTIVO_VENTA;23
78963883;HIGH_RISK_SCORE;BJ
78963883;KYC_CUSTOMER;S
78963883;LOGIN COBIS;
78963883;MANAGER_ASSISTANT;37
78963883;PUBLIC_FIGURE;N
78963883;RETIROS_MENSUALES;
78870133;PORCENTAJE_GENERA_DIVISA;
78870133;ID_FUENTE_GENERA_DIVISA;
79682241;ID_GENERA_DIVISA;
78963883;RISK_TYPE;PN1
78963883;TIER_CADD;
78963883;WATCH_LIST_CODE;
30445;CUSTOMER_OFFICE;180
30445;KYC_CUSTOMER;S
30445;MANAGER_ASSISTANT;37
30445;PUBLIC_FIGURE;N
30445;RISK_TYPE;PN1
78894245;CUSTOMER_OFFICE;174
78894245;EJECUTIVO_VENTA;18
78894245;HIGH_RISK_SCORE;BJ
78894245;KYC_CUSTOMER;S
78894245;MANAGER_ASSISTANT;34
78894245;PUBLIC_FIGURE;N
78894245;RISK_TYPE;PN1
79411213;CUSTOMER_OFFICE;174
79411213;DEPOSITOS_MENSUALES;
79411213;EJECUTIVO_VENTA;18
79411213;HIGH_RISK_SCORE;BJ
79411213;KYC_CUSTOMER;S
79411213;LOGIN COBIS;
79411213;MANAGER_ASSISTANT;34
79411213;PUBLIC_FIGURE;N
79411213;RETIROS_MENSUALES;
79411213;RISK_TYPE;PN1
79411213;TIER_CADD;
79411213;WATCH_LIST_CODE;
78831693;CUSTOMER_OFFICE;174
78831693;DEPOSITOS_MENSUALES;
78831693;HIGH_RISK_SCORE;BJ
78831693;KYC_CUSTOMER;S
78831693;MANAGER_ASSISTANT;34
78831693;PUBLIC_FIGURE;N
78831693;RETIROS_MENSUALES;
78831693;RISK_TYPE;PN1
78831693;TIER_CADD;
78831693;WATCH_LIST_CODE;
78991364;CUSTOMER_OFFICE;174
78991364;HIGH_RISK_SCORE;BJ
78991364;KYC_CUSTOMER;S
78991364;MANAGER_ASSISTANT;34
78991364;PUBLIC_FIGURE;N
78991364;RISK_TYPE;PN1
79038474;CUSTOMER_OFFICE;0
79038474;DEPOSITOS_MENSUALES;
79038474;EJECUTIVO_VENTA;0
79038474;HIGH_RISK_SCORE;AL
79038474;KYC_CUSTOMER;S
79038474;LOGIN COBIS;
79038474;MANAGER_ASSISTANT;37
79038474;PUBLIC_FIGURE;N
79038474;RETIROS_MENSUALES;
79038474;RISK_TYPE;PN1
79038474;TIER_CADD;
79038474;WATCH_LIST_CODE;S
79139378;CUSTOMER_OFFICE;178
79139378;EJECUTIVO_VENTA;37
79139378;HIGH_RISK_SCORE;BJ
78870133;CRITERIO_GENERA_DIVISA;
79682241;PORCENTAJE_GENERA_DIVISA;
80438060;LOGIN COBIS;
79139378;KYC_CUSTOMER;S
79139378;MANAGER_ASSISTANT;30
79139378;PUBLIC_FIGURE;N
79139378;RISK_TYPE;PN1
79345148;CUSTOMER_OFFICE;210
79345148;DEPOSITOS_MENSUALES;
79345148;HIGH_RISK_SCORE;BJ
79345148;MANAGER_ASSISTANT;35
79345148;PUBLIC_FIGURE;N
79345148;RETIROS_MENSUALES;
79345148;RISK_TYPE;PN3
79345148;TIER_CADD;
79345148;WATCH_LIST_CODE;
79425672;CUSTOMER_OFFICE;182
79425672;MANAGER_ASSISTANT;29
79425672;PUBLIC_FIGURE;N
79425672;RISK_TYPE;PN1
80037716;CUSTOMER_OFFICE;172
80037716;MANAGER_ASSISTANT;35
80037716;PUBLIC_FIGURE;N
80037716;RISK_TYPE;PN1
80100906;CUSTOMER_OFFICE;174
80100906;HIGH_RISK_SCORE;BJ
80100906;MANAGER_ASSISTANT;34
80100906;PUBLIC_FIGURE;N
80100906;RISK_TYPE;PN1
80438060;CUSTOMER_OFFICE;174
80438060;MANAGER_ASSISTANT;34
80438060;PUBLIC_FIGURE;N
80438060;RISK_TYPE;PN1
81291446;CUSTOMER_OFFICE;174
81291446;EJECUTIVO_VENTA;18
81291446;HIGH_RISK_SCORE;BJ
81291446;MANAGER_ASSISTANT;34
81291446;PUBLIC_FIGURE;N
81291446;RISK_TYPE;PN1
81310823;CUSTOMER_OFFICE;178
81310823;MANAGER_ASSISTANT;30
81310823;PUBLIC_FIGURE;N
81310823;RISK_TYPE;PN1
81285330;CUSTOMER_OFFICE;174
81285330;MANAGER_ASSISTANT;34
81285330;PUBLIC_FIGURE;N
81285330;RISK_TYPE;PN1
81167770;CUSTOMER_OFFICE;172
81167770;MANAGER_ASSISTANT;35
81167770;PUBLIC_FIGURE;N
81167770;RISK_TYPE;PN1
81291438;CUSTOMER_OFFICE;180
81291438;MANAGER_ASSISTANT;37
81291438;PUBLIC_FIGURE;N
81291438;RISK_TYPE;PN1
81451656;CUSTOMER_OFFICE;180
81451656;MANAGER_ASSISTANT;37
81451656;PUBLIC_FIGURE;N
81451656;RISK_TYPE;PN3
79682241;ID_FUENTE_GENERA_DIVISA;
79682241;CRITERIO_GENERA_DIVISA;
80438060;APODERADO_SI_NO;N
81587906;CUSTOMER_OFFICE;180
81587906;EJECUTIVO_VENTA;63
81587906;HIGH_RISK_SCORE;BJ
81587906;MANAGER_ASSISTANT;37
81587906;PUBLIC_FIGURE;N
81587906;RISK_TYPE;PN1
81787310;CUSTOMER_OFFICE;238
81787310;MANAGER_ASSISTANT;32
81787310;PUBLIC_FIGURE;N
81787310;RISK_TYPE;PN1
81861137;CUSTOMER_OFFICE;184
81861137;DEPOSITOS_MENSUALES;
81861137;EJECUTIVO_VENTA;0
81861137;HIGH_RISK_SCORE;BJ
81861137;KYC_CUSTOMER;S
81861137;MANAGER_ASSISTANT;35
81861137;PUBLIC_FIGURE;N
81861137;RETIROS_MENSUALES;
81861137;RISK_TYPE;PN1
81861137;TIER_CADD;
81861137;WATCH_LIST_CODE;
82347070;CUSTOMER_OFFICE;182
82347070;MANAGER_ASSISTANT;29
82347070;PUBLIC_FIGURE;N
82347070;RISK_TYPE;PN1
81548129;CUSTOMER_OFFICE;184
81548129;DEPOSITOS_MENSUALES;
81548129;HIGH_RISK_SCORE;BJ
81548129;KYC_CUSTOMER;S
81548129;MANAGER_ASSISTANT;41
81548129;PUBLIC_FIGURE;N
81548129;RETIROS_MENSUALES;
81548129;RISK_TYPE;PN1
81548129;TIER_CADD;
81548129;WATCH_LIST_CODE;
81102520;CUSTOMER_OFFICE;172
81102520;MANAGER_ASSISTANT;35
81102520;PUBLIC_FIGURE;N
81102520;RISK_TYPE;PN1
82217363;CUSTOMER_OFFICE;178
82217363;EJECUTIVO_VENTA;15
82217363;HIGH_RISK_SCORE;BJ
82217363;KYC_CUSTOMER;S
82217363;MANAGER_ASSISTANT;30
82217363;PUBLIC_FIGURE;N
82217363;RISK_TYPE;PN1
82599576;CUSTOMER_OFFICE;178
82599576;MANAGER_ASSISTANT;30
82599576;PUBLIC_FIGURE;N
82599576;RISK_TYPE;PN1
80028741;CUSTOMER_OFFICE;284
80028741;DEPOSITOS_MENSUALES;
80028741;EJECUTIVO_VENTA;105
80028741;HIGH_RISK_SCORE;BJ
80028741;KYC_CUSTOMER;S
80028741;LOGIN COBIS;
80028741;MANAGER_ASSISTANT;81
80028741;ID_GENERA_DIVISA;
81861137;APODERADO_SI_NO;N
81861137;LOGIN COBIS;
80028741;PUBLIC_FIGURE;N
80028741;RETIROS_MENSUALES;
80028741;RIESGO_COLABORADOR;N/A
80028741;RISK_TYPE;PN2
80028741;TIER_CADD;
80028741;WATCH_LIST_CODE;
80341865;CUSTOMER_OFFICE;174
80341865;HIGH_RISK_SCORE;BJ
80341865;MANAGER_ASSISTANT;34
80341865;PUBLIC_FIGURE;N
80341865;RISK_TYPE;PN3
80979541;CUSTOMER_OFFICE;174
80979541;MANAGER_ASSISTANT;34
80979541;PUBLIC_FIGURE;N
80979541;RISK_TYPE;PN1
81032947;CUSTOMER_OFFICE;174
81032947;MANAGER_ASSISTANT;34
81032947;PUBLIC_FIGURE;N
81032947;RISK_TYPE;PN1
81467234;CUSTOMER_OFFICE;174
81467234;MANAGER_ASSISTANT;34
81467234;PUBLIC_FIGURE;N
81467234;RISK_TYPE;PN1
82156941;CUSTOMER_OFFICE;210
82156941;HIGH_RISK_SCORE;BJ
82156941;MANAGER_ASSISTANT;34
82156941;PUBLIC_FIGURE;N
82156941;RISK_TYPE;PN1
78786019;CUSTOMER_OFFICE;172
78786019;DEPOSITOS_MENSUALES;
78786019;EJECUTIVO_VENTA;22
78786019;HIGH_RISK_SCORE;AL
78786019;KYC_CUSTOMER;0
78786019;MANAGER_ASSISTANT;35
78786019;PUBLIC_FIGURE;N
78786019;RETIROS_MENSUALES;
78786019;RISK_TYPE;ONG
78786019;TIER_CADD;
78786019;WATCH_LIST_CODE;
81999724;CUSTOMER_OFFICE;192
81999724;EJECUTIVO_VENTA;0
81999724;HIGH_RISK_SCORE;BJ
81999724;KYC_CUSTOMER;S
81999724;MANAGER_ASSISTANT;21
81999724;PUBLIC_FIGURE;N
81999724;RISK_TYPE;PN1
79081248;CUSTOMER_OFFICE;174
79081248;EJECUTIVO_VENTA;305
79081248;HIGH_RISK_SCORE;BJ
79081248;KYC_CUSTOMER;S
79081248;MANAGER_ASSISTANT;34
79081248;PUBLIC_FIGURE;N
79081248;RISK_TYPE;PN1
81921989;CUSTOMER_OFFICE;174
81921989;EJECUTIVO_VENTA;18
81921989;HIGH_RISK_SCORE;BJ
79345148;LOGIN COBIS;
80438060;HIGH_RISK_SCORE;BJ
80438060;WATCH_LIST_CODE;
81921989;MANAGER_ASSISTANT;34
81921989;PUBLIC_FIGURE;N
81921989;RISK_TYPE;PN1
79712566;CUSTOMER_OFFICE;238
79712566;MANAGER_ASSISTANT;32
79712566;PUBLIC_FIGURE;N
79712566;RISK_TYPE;PN1
80132646;CUSTOMER_OFFICE;174
80132646;DEPOSITOS_MENSUALES;
80132646;EJECUTIVO_VENTA;18
80132646;HIGH_RISK_SCORE;BJ
80132646;KYC_CUSTOMER;S
80132646;LOGIN COBIS;
80132646;MANAGER_ASSISTANT;34
80132646;PUBLIC_FIGURE;N
80132646;RETIROS_MENSUALES;
80132646;RISK_TYPE;PN1
80132646;TIER_CADD;
80132646;WATCH_LIST_CODE;
80381867;CUSTOMER_OFFICE;174
80381867;HIGH_RISK_SCORE;BJ
80381867;MANAGER_ASSISTANT;34
80381867;PUBLIC_FIGURE;N
80381867;RISK_TYPE;PN3
80979339;CUSTOMER_OFFICE;174
80979339;DEPOSITOS_MENSUALES;
80979339;EJECUTIVO_VENTA;34
80979339;HIGH_RISK_SCORE;BJ
80979339;KYC_CUSTOMER;S
80979339;MANAGER_ASSISTANT;34
80979339;PUBLIC_FIGURE;N
80979339;RETIROS_MENSUALES;
80979339;RISK_TYPE;PN1
80979339;TIER_CADD;
80979339;WATCH_LIST_CODE;
80998872;CUSTOMER_OFFICE;172
80998872;EJECUTIVO_VENTA;56
80998872;HIGH_RISK_SCORE;BJ
80998872;KYC_CUSTOMER;S
80998872;MANAGER_ASSISTANT;35
80998872;PUBLIC_FIGURE;N
80998872;RISK_TYPE;PN3
81150168;CUSTOMER_OFFICE;174
81150168;HIGH_RISK_SCORE;BJ
81150168;KYC_CUSTOMER;S
81150168;MANAGER_ASSISTANT;34
81150168;PUBLIC_FIGURE;N
81150168;RISK_TYPE;PN1
81157340;CUSTOMER_OFFICE;174
81157340;MANAGER_ASSISTANT;34
81157340;PUBLIC_FIGURE;N
81157340;RISK_TYPE;PN1
81451664;CUSTOMER_OFFICE;174
81451664;MANAGER_ASSISTANT;34
81451664;PUBLIC_FIGURE;N
81451664;RISK_TYPE;PN3
81738513;CUSTOMER_OFFICE;174
80438060;DEPOSITOS_MENSUALES;
80438060;RETIROS_MENSUALES;
80438060;EJECUTIVO_VENTA;
80896883;MANAGER_ASSISTANT;32
80896883;PUBLIC_FIGURE;N
80896883;RETIROS_MENSUALES;
80896883;RISK_TYPE;PN1
80896883;TIER_CADD;
80896883;WATCH_LIST_CODE;
81431736;CUSTOMER_OFFICE;174
81431736;MANAGER_ASSISTANT;34
81431736;PUBLIC_FIGURE;N
81431736;RISK_TYPE;PN1
81578516;CUSTOMER_OFFICE;178
81578516;MANAGER_ASSISTANT;30
81578516;PUBLIC_FIGURE;N
81578516;RISK_TYPE;PN1
81818118;CUSTOMER_OFFICE;178
81818118;MANAGER_ASSISTANT;30
81818118;PUBLIC_FIGURE;N
81818118;RISK_TYPE;PN1
82105280;CUSTOMER_OFFICE;174
82105280;MANAGER_ASSISTANT;34
82105280;PUBLIC_FIGURE;N
82105280;RISK_TYPE;PN3
82269975;CUSTOMER_OFFICE;174
82269975;DEPOSITOS_MENSUALES;
82269975;EJECUTIVO_VENTA;0
82269975;HIGH_RISK_SCORE;BJ
82269975;KYC_CUSTOMER;S
82269975;MANAGER_ASSISTANT;34
82269975;PUBLIC_FIGURE;N
82269975;RETIROS_MENSUALES;
82269975;RISK_TYPE;PN3
82269975;TIER_CADD;
82269975;WATCH_LIST_CODE;
81884307;CUSTOMER_OFFICE;172
81884307;DEPOSITOS_MENSUALES;
81884307;EJECUTIVO_VENTA;314
81884307;HIGH_RISK_SCORE;BJ
81884307;KYC_CUSTOMER;S
81884307;LOGIN COBIS;
81884307;MANAGER_ASSISTANT;35
81884307;PUBLIC_FIGURE;N
81884307;RESP_AGENTE_EXTR;N
81884307;RETIROS_MENSUALES;
81884307;RIESGO_COLABORADOR;
81884307;RISK_TYPE;PN1
81884307;TIER_CADD;
81884307;WATCH_LIST_CODE;
82282637;CUSTOMER_OFFICE;174
82282637;MANAGER_ASSISTANT;34
82282637;PUBLIC_FIGURE;N
82282637;RISK_TYPE;PN1
82431918;CUSTOMER_OFFICE;174
82431918;MANAGER_ASSISTANT;34
82431918;PUBLIC_FIGURE;N
82431918;RISK_TYPE;PN1
79519278;CUSTOMER_OFFICE;174
79519278;MANAGER_ASSISTANT;34
80438060;KYC_CUSTOMER;
80438060;RIESGO_COLABORADOR;
79519278;PUBLIC_FIGURE;N
79519278;RISK_TYPE;PN1
82362479;CUSTOMER_OFFICE;178
82362479;MANAGER_ASSISTANT;30
82362479;PUBLIC_FIGURE;N
82362479;RISK_TYPE;PN1
81136432;CUSTOMER_OFFICE;180
81136432;HIGH_RISK_SCORE;BJ
81136432;MANAGER_ASSISTANT;37
81136432;PUBLIC_FIGURE;N
81136432;RISK_TYPE;PN1
80354339;CUSTOMER_OFFICE;192
80354339;MANAGER_ASSISTANT;21
80354339;PUBLIC_FIGURE;N
80354339;RISK_TYPE;PN1
81928126;CUSTOMER_OFFICE;192
81928126;MANAGER_ASSISTANT;21
81928126;PUBLIC_FIGURE;N
81928126;RISK_TYPE;PN1
79975150;CUSTOMER_OFFICE;174
79975150;DEPOSITOS_MENSUALES;
79975150;EJECUTIVO_VENTA;153
79975150;HIGH_RISK_SCORE;BJ
79975150;KYC_CUSTOMER;S
79975150;MANAGER_ASSISTANT;34
79975150;PUBLIC_FIGURE;N
79975150;RETIROS_MENSUALES;
79975150;RISK_TYPE;PN1
79975150;TIER_CADD;
79975150;WATCH_LIST_CODE;
81687030;CUSTOMER_OFFICE;172
81687030;EJECUTIVO_VENTA;56
81687030;HIGH_RISK_SCORE;BJ
81687030;KYC_CUSTOMER;S
81687030;MANAGER_ASSISTANT;35
81687030;PUBLIC_FIGURE;N
81687030;RISK_TYPE;PN1
80341768;CUSTOMER_OFFICE;182
80341768;DEPOSITOS_MENSUALES;
80341768;EJECUTIVO_VENTA;44
80341768;HIGH_RISK_SCORE;BJ
80341768;KYC_CUSTOMER;S
80341768;MANAGER_ASSISTANT;29
80341768;PUBLIC_FIGURE;N
80341768;RETIROS_MENSUALES;
80341768;RISK_TYPE;PN3
80341768;TIER_CADD;
80341768;WATCH_LIST_CODE;
81089183;CUSTOMER_OFFICE;172
81089183;DEPOSITOS_MENSUALES;
81089183;EJECUTIVO_VENTA;0
81089183;HIGH_RISK_SCORE;BJ
81089183;KYC_CUSTOMER;S
81089183;LOGIN COBIS;
81089183;MANAGER_ASSISTANT;34
81089183;PUBLIC_FIGURE;N
81089183;RETIROS_MENSUALES;
80438060;RESP_AGENTE_EXTR;N
81089183;RISK_TYPE;PN1
81089183;TIER_CADD;
81089183;WATCH_LIST_CODE;
81207810;CUSTOMER_OFFICE;284
81207810;DEPOSITOS_MENSUALES;
81207810;EJECUTIVO_VENTA;81
81207810;HIGH_RISK_SCORE;BJ
81207810;LOGIN COBIS;
81207810;MANAGER_ASSISTANT;25
81207810;PUBLIC_FIGURE;N
81207810;RETIROS_MENSUALES;
81207810;RISK_TYPE;PN1
81207810;TIER_CADD;
81207810;WATCH_LIST_CODE;
81770867;CUSTOMER_OFFICE;172
81770867;DEPOSITOS_MENSUALES;
81770867;EJECUTIVO_VENTA;0
81770867;HIGH_RISK_SCORE;AL
81770867;KYC_CUSTOMER;S
81770867;MANAGER_ASSISTANT;35
81770867;PUBLIC_FIGURE;N
81770867;RETIROS_MENSUALES;
81770867;RIESGO_COLABORADOR;N/A
81770867;RISK_TYPE;PN1
81770867;TIER_CADD;
81770867;WATCH_LIST_CODE;S
78985690;CUSTOMER_OFFICE;178
78985690;MANAGER_ASSISTANT;30
78985690;PUBLIC_FIGURE;N
78985690;RISK_TYPE;PN1
78679190;CUSTOMER_OFFICE;180
78679190;EJECUTIVO_VENTA;63
78679190;HIGH_RISK_SCORE;BJ
78679190;KYC_CUSTOMER;S
78679190;MANAGER_ASSISTANT;37
78679190;PUBLIC_FIGURE;N
78679190;RISK_TYPE;PN1
80570384;CUSTOMER_OFFICE;174
80570384;DEPOSITOS_MENSUALES;
80570384;HIGH_RISK_SCORE;BJ
80570384;KYC_CUSTOMER;S
80570384;LOGIN COBIS;
80570384;MANAGER_ASSISTANT;34
80570384;PUBLIC_FIGURE;N
80570384;RETIROS_MENSUALES;
80570384;RISK_TYPE;PN1
80570384;TIER_CADD;
80570384;WATCH_LIST_CODE;
80521448;CUSTOMER_OFFICE;172
80521448;EJECUTIVO_VENTA;56
80521448;HIGH_RISK_SCORE;BJ
80521448;KYC_CUSTOMER;S
80521448;MANAGER_ASSISTANT;35
80521448;PUBLIC_FIGURE;N
80521448;RISK_TYPE;PN1
80943776;CUSTOMER_OFFICE;174
80943776;DEPOSITOS_MENSUALES;
79345148;KYC_CUSTOMER;S
80943776;EJECUTIVO_VENTA;18
80943776;HIGH_RISK_SCORE;BJ
80943776;KYC_CUSTOMER;S
80943776;LOGIN COBIS;
80943776;MANAGER_ASSISTANT;34
80943776;PUBLIC_FIGURE;N
80943776;RETIROS_MENSUALES;
80943776;RISK_TYPE;PN1
80943776;TIER_CADD;
80943776;WATCH_LIST_CODE;
82103295;CUSTOMER_OFFICE;180
82103295;MANAGER_ASSISTANT;37
82103295;PUBLIC_FIGURE;N
82103295;RISK_TYPE;PN1
79369632;CUSTOMER_OFFICE;180
79369632;EJECUTIVO_VENTA;63
79369632;HIGH_RISK_SCORE;BJ
79369632;MANAGER_ASSISTANT;37
79369632;PUBLIC_FIGURE;N
79369632;RISK_TYPE;PN1
79414808;CUSTOMER_OFFICE;180
79414808;MANAGER_ASSISTANT;37
79414808;PUBLIC_FIGURE;N
79414808;RISK_TYPE;PN3
80356463;CUSTOMER_OFFICE;238
80356463;MANAGER_ASSISTANT;32
80356463;PUBLIC_FIGURE;N
80356463;RISK_TYPE;PN1
80632762;CUSTOMER_OFFICE;192
80632762;HIGH_RISK_SCORE;BJ
80632762;MANAGER_ASSISTANT;21
80632762;PUBLIC_FIGURE;N
80632762;RISK_TYPE;PN3
81760810;CUSTOMER_OFFICE;172
81760810;HIGH_RISK_SCORE;BJ
81760810;MANAGER_ASSISTANT;35
81760810;PUBLIC_FIGURE;N
81760810;RISK_TYPE;PN3
81807540;CUSTOMER_OFFICE;238
81807540;EJECUTIVO_VENTA;19
81807540;HIGH_RISK_SCORE;BJ
81807540;KYC_CUSTOMER;S
81807540;MANAGER_ASSISTANT;32
81807540;PUBLIC_FIGURE;N
81807540;RISK_TYPE;PN1
81979863;CUSTOMER_OFFICE;174
81979863;HIGH_RISK_SCORE;BJ
81979863;MANAGER_ASSISTANT;34
81979863;PUBLIC_FIGURE;N
81979863;RISK_TYPE;PN1
82178414;CUSTOMER_OFFICE;174
82178414;HIGH_RISK_SCORE;BJ
82178414;MANAGER_ASSISTANT;34
82178414;PUBLIC_FIGURE;N
82178414;RISK_TYPE;PN1
82446532;CUSTOMER_OFFICE;180
82446532;HIGH_RISK_SCORE;BJ
82446532;MANAGER_ASSISTANT;37
82446532;PUBLIC_FIGURE;N
82446532;RISK_TYPE;PN1
81216436;CUSTOMER_OFFICE;172
81216436;MANAGER_ASSISTANT;35
81216436;PUBLIC_FIGURE;N
81216436;RISK_TYPE;PN1
79457108;CUSTOMER_OFFICE;180
79457108;EJECUTIVO_VENTA;63
79457108;HIGH_RISK_SCORE;BJ
79457108;MANAGER_ASSISTANT;37
79457108;PUBLIC_FIGURE;N
79457108;RISK_TYPE;PN1
79965405;CUSTOMER_OFFICE;184
79965405;MANAGER_ASSISTANT;41
79965405;PUBLIC_FIGURE;N
79965405;RISK_TYPE;PN1
80836848;CUSTOMER_OFFICE;182
80836848;MANAGER_ASSISTANT;29
80836848;PUBLIC_FIGURE;N
80836848;RISK_TYPE;PN1
80900511;CUSTOMER_OFFICE;174
80900511;MANAGER_ASSISTANT;34
80900511;PUBLIC_FIGURE;N
80900511;RISK_TYPE;PN1
81081760;CUSTOMER_OFFICE;238
81081760;HIGH_RISK_SCORE;BJ
81081760;KYC_CUSTOMER;S
81081760;MANAGER_ASSISTANT;32
81081760;PUBLIC_FIGURE;N
81081760;RISK_TYPE;PN3
81139245;CUSTOMER_OFFICE;178
81139245;MANAGER_ASSISTANT;30
81139245;PUBLIC_FIGURE;N
81139245;RISK_TYPE;PN1
81139237;CUSTOMER_OFFICE;178
81139237;EJECUTIVO_VENTA;15
81139237;HIGH_RISK_SCORE;BJ
81139237;MANAGER_ASSISTANT;30
81139237;PUBLIC_FIGURE;N
81139237;RISK_TYPE;PN1
81849404;CUSTOMER_OFFICE;184
81849404;MANAGER_ASSISTANT;41
81849404;PUBLIC_FIGURE;N
81849404;RISK_TYPE;PN1
79106283;CUSTOMER_OFFICE;182
79106283;EJECUTIVO_VENTA;37
79106283;HIGH_RISK_SCORE;BJ
79106283;KYC_CUSTOMER;S
79106283;MANAGER_ASSISTANT;29
79106283;PUBLIC_FIGURE;N
79106283;RISK_TYPE;PN3
81139253;CUSTOMER_OFFICE;238
81139253;MANAGER_ASSISTANT;32
81139253;PUBLIC_FIGURE;N
81139253;RISK_TYPE;PN1
78683929;CUSTOMER_OFFICE;182
78683929;EJECUTIVO_VENTA;44
78683929;HIGH_RISK_SCORE;BJ
78683929;KYC_CUSTOMER;S
78683929;MANAGER_ASSISTANT;29
78683929;PUBLIC_FIGURE;N
78683929;RISK_TYPE;PN1
79443310;CUSTOMER_OFFICE;182
79443310;MANAGER_ASSISTANT;29
79443310;PUBLIC_FIGURE;N
79443310;RISK_TYPE;PN1
79466069;CUSTOMER_OFFICE;178
79466069;MANAGER_ASSISTANT;30
79466069;PUBLIC_FIGURE;N
79466069;RISK_TYPE;PN1
